NEW	1	1000	5.0E-4	4996[ms]
NEW	1	1000	5.0E-4	4792[ms]
NEW	1	1000	5.0E-4	8290[ms]
NEW	1	1000	5.0E-4	313[ms]
NEW	1	1000	5.0E-4	314[ms]
NEW	1	1000	5.0E-4	109[ms]
NEW	1	1000	5.0E-4	104[ms]
NEW	1	1000	5.0E-4	106[ms]
NEW	1	1000	5.0E-4	110[ms]
NEW	1	1000	5.0E-4	109[ms]
NEW	1	1000	5.0E-4	96[ms]
NEW	1	1000	5.0E-4	268[ms]
NEW	1	1000	5.0E-4	127[ms]
NEW	1	1000	5.0E-4	111[ms]
NEW	1	1000	5.0E-4	106[ms]
NEW	1	1000	5.0E-4	108[ms]
NEW	1	1000	5.0E-4	105[ms]
NEW	1	1000	5.0E-4	95[ms]
NEW	1	1000	5.0E-4	97[ms]
NEW	1	1000	5.0E-4	95[ms]
NEW	1	1000	5.0E-4	100[ms]
NEW	1	1000	5.0E-4	99[ms]
NEW	1	1000	5.0E-4	96[ms]
NEW	1	1000	5.0E-4	95[ms]
NEW	1	1000	5.0E-4	98[ms]
NEW	1	1000	5.0E-4	98[ms]
NEW	1	1000	5.0E-4	98[ms]
NEW	1	1000	5.0E-4	94[ms]
NEW	1	1000	5.0E-4	94[ms]
NEW	1	1000	5.0E-4	93[ms]
NEW	1	1000	5.0E-4	216[ms]
NEW	1	1000	5.0E-4	106[ms]
NEW	1	1000	5.0E-4	107[ms]
NEW	1	1000	5.0E-4	104[ms]
NEW	1	1000	5.0E-4	106[ms]
NEW	1	1000	5.0E-4	104[ms]
NEW	1	1000	5.0E-4	95[ms]
NEW	1	1000	5.0E-4	93[ms]
NEW	1	1000	5.0E-4	96[ms]
NEW	1	1000	5.0E-4	93[ms]
NEW	1	1000	5.0E-4	97[ms]
NEW	1	1000	5.0E-4	94[ms]
NEW	1	1000	5.0E-4	95[ms]
NEW	1	1000	5.0E-4	93[ms]
NEW	1	1000	5.0E-4	94[ms]
NEW	1	1000	5.0E-4	96[ms]
NEW	1	1000	5.0E-4	105[ms]
NEW	1	1000	5.0E-4	93[ms]
NEW	1	1000	5.0E-4	92[ms]
NEW	1	1000	5.0E-4	102[ms]
