1	1.3333333333333333	1.3333333333333333	1.3333333333333333
1	1.3	1.3	1.3
1	1.3125	1.3125	1.3333333333333333
1	1.2857142857142858	1.2857142857142858	1.3333333333333333
1	1.4444444444444444	1.4444444444444444	1.4444444444444444
1	1.3	1.3	1.3
1	1.4285714285714286	1.4285714285714286	1.4285714285714286
1	1.4444444444444444	1.4444444444444444	1.4444444444444444
1	1.3888888888888888	1.3888888888888888	1.4444444444444444
1	1.5833333333333333	1.5833333333333333	1.5833333333333333
1	1.5	1.5	1.5
1	1.3	1.3	1.3
1	1.5833333333333333	1.5833333333333333	1.5833333333333333
