1	0.004	0.004	5.0	0	1000	19.77220397173439	5.580576347713372	2000.0	13.592947165988056	6.873977358194119	1000.0	25.951460777481106	4.287175337232624	1000.0	12656.840656418686
1	0.004	0.004	5.0	0	1000	18.978710609459707	5.610325276353382	2000.0	15.34959410454722	6.713139870066254	1000.0	22.607827114372785	4.507510682640512	1000.0	12656.901777076628
1	0.004	0.004	5.0	0	1000	21.34322338207951	5.346843618006467	2000.0	14.849779066433086	6.659369379285339	1000.0	27.836667697726252	4.034317856727595	1000.0	12656.901777076628
1	0.004	0.004	50.0	0	1000	19.877476017849954	5.14510795276916	2000.0	16.78025859885398	5.827778181029191	1000.0	22.974693436846685	4.462437724509129	1000.0	12656.840656418686
1	0.004	0.004	50.0	0	1000	16.913734675340415	6.035268203403892	2000.0	13.97066486910657	6.71915973419583	1000.0	19.856804481575026	5.351376672611956	1000.0	12656.901777076628
1	0.004	0.004	50.0	0	1000	16.847698268137762	6.401932359531872	2000.0	13.422829963443274	7.577133606867823	1000.0	20.272566572832837	5.226731112195921	1000.0	12656.901777076628
1	0.004	0.004	50.0	0	1000	18.618932603667574	5.49534284205246	2000.0	16.711301536320548	6.036319895379674	1000.0	20.526563671015285	4.954365788725244	1000.0	12654.052774227626
1	0.004	0.004	50.0	0	1000	20.487130850043762	4.420535511076639	2000.0	19.73299559859118	4.5994184062153	1000.0	21.241266101497366	4.241652615937977	1000.0	12654.052774227626
1	0.004	0.004	50.0	0	1000	22.222644131387636	5.213602160699859	2000.0	15.611964643034304	6.35981319317904	1000.0	28.83332361974124	4.067391128220677	1000.0	12654.052774227626
1	0.004	0.004	50.0	0	1000	19.23554016582509	5.2259877844628715	2000.0	15.66043699012166	6.167123097792358	1000.0	22.810643341529243	4.284852471133385	1000.0	12656.901777076628
1	0.004	0.004	50.0	0	1000	21.431530834430497	4.6162080617016015	2000.0	18.10989120384214	5.23825093608019	1000.0	24.753170465019625	3.994165187323013	1000.0	12654.052774227626
1	0.004	0.004	50.0	0	1000	18.361458499686393	5.397310253187764	2000.0	15.721603036678728	6.031906328596804	1000.0	21.001313962694923	4.762714177778724	1000.0	12654.052774227626
1	0.004	0.004	50.0	0	1000	19.02119022447172	5.2527197514991	2000.0	16.340476104447287	5.963234294050495	1000.0	21.70190434449704	4.542205208947705	1000.0	12654.052774227626
1	0.004	0.004	50.0	0	1000	15.695288035112425	6.268463628624034	2000.0	13.58745632896212	6.778826119162121	1000.0	17.803119741263433	5.758101138085947	1000.0	12654.052774227626
1	0.004	0.004	50.0	0	1000	16.266387174838343	6.31895511167085	2000.0	13.253634064362526	7.2586409888633385	1000.0	19.27914028531478	5.379269234478361	1000.0	12654.052774227626
1	0.004	0.004	50.0	0	1000	20.167596503686415	4.991762078665245	2000.0	17.18142333910476	5.645505508724439	1000.0	23.153769668268936	4.338018648606051	1000.0	12656.901777076628
1	0.004	0.004	50.0	0	1000	19.485817960648873	5.966587199020388	2000.0	14.36831551228267	7.142656578715037	1000.0	24.603320409015403	4.79051781932574	1000.0	12659.864740039591
1	0.004	0.004	50.0	0	1000	19.603624392060993	Infinity	544.0	17.493721651747848	Infinity	272.0	21.713527132374026	Infinity	272.0	8827.469335941654
1	0.004	0.004	50.0	0	1000	17.606054606182354	5.842974548956875	2000.0	14.64044446016882	6.399929923763437	1000.0	20.57166475219671	5.286019174150313	1000.0	12656.901777076628
1	0.004	0.004	50.0	0	1000	17.879453203470945	6.016808899392772	2000.0	15.596809870864918	6.627344333351961	1000.0	20.162096536077698	5.406273465433584	1000.0	12654.052774227626
1	0.004	0.004	50.0	0	1000	20.887741001841928	4.557544018082231	2000.0	18.314752436423596	5.083728236673911	1000.0	23.460729567261087	4.03135979949055	1000.0	10540.09562399953
1	0.004	0.004	50.0	0	1000	19.85678925429155	5.34451191111608	2000.0	14.857486624858534	6.394740972909176	1000.0	24.856091883725185	4.294282849322984	1000.0	10541.7925936965
1	0.004	0.004	50.0	0	1000	18.10026873145256	5.391111450238861	2000.0	16.074402330618348	6.022983838061804	1000.0	20.126135132287768	4.759239062415918	1000.0	10539.336222931492
1	0.004	0.004	50.0	0	1000	16.582056677915894	6.4028161775039765	2000.0	13.182204238039375	7.468711703985106	1000.0	19.981909117792988	5.336920651022847	1000.0	10541.7925936965
1	0.004	0.004	50.0	0	1000	18.317248050387626	5.41222529691018	2000.0	16.891727080761708	5.879898470910037	1000.0	19.74276902001446	4.9445521229103235	1000.0	10545.348149252055
1	0.004	0.004	50.0	0	1000	19.8456994676559	4.860872790098837	2000.0	17.395090062201263	5.3325863725723135	1000.0	22.29630887311143	4.38915920762536	1000.0	10542.385186289092
1	0.004	0.004	50.0	0	1000	17.154693881851053	5.840065033420534	2000.0	14.337379745935486	6.8709011754756135	1000.0	19.97200801776752	4.8092288913654535	1000.0	10541.7925936965
1	0.004	0.004	50.0	0	1000	18.895585589864247	6.138047895964089	2000.0	15.0599500446133	7.3444187878298	1000.0	22.731221135115874	4.931677004098377	1000.0	10540.09562399953
1	0.004	0.004	50.0	0	1000	18.18678336663804	5.697785543266062	2000.0	14.283387968272274	6.860821121510893	1000.0	22.090178765004612	4.534749965021231	1000.0	10541.7925936965
1	0.004	0.004	50.0	0	1000	21.34395093776189	5.591638357702048	2000.0	17.423557755146252	6.334763427502469	1000.0	25.26434412037822	4.8485132879016275	1000.0	10540.09562399953
1	0.004	0.004	50.0	0	1000	20.209834519717848	4.979960547414467	2000.0	16.682982066087703	5.611567235742521	1000.0	23.736686973348682	4.348353859086412	1000.0	10541.7925936965
1	0.004	0.004	50.0	0	1000	17.769210848987033	5.716420463980865	2000.0	15.291203752565874	6.418888033476644	1000.0	20.24721794540899	5.013952894485087	1000.0	10542.840944368665
1	0.004	0.004	50.0	0	1000	16.045673648862998	6.159605576904029	2000.0	14.630357973926916	6.719518945258765	1000.0	17.460989323799907	5.5996922085492935	1000.0	10543.731987635894
1	0.004	0.004	50.0	0	1000	21.630516605034533	4.743199725948539	2000.0	18.17392542208023	5.438432575300216	1000.0	25.087107787989417	4.0479668765968615	1000.0	10541.731858269004
1	0.004	0.004	50.0	0	1000	17.46532915559277	5.621938836601589	2000.0	14.271592051485841	6.34674334084271	1000.0	20.659066259700573	4.897134332360468	1000.0	10543.731987635894
1	0.004	0.004	50.0	0	1000	19.56468338143754	5.485405755177426	2000.0	16.236495303098284	6.617784955015298	1000.0	22.892871459777503	4.353026555339553	1000.0	10540.09562399953
1	0.004	0.004	50.0	0	1000	17.339021480600746	5.755544993105288	2000.0	14.94917751726439	6.542203464625411	1000.0	19.72886544393794	4.968886521585166	1000.0	10541.731858269004
1	0.004	0.004	50.0	0	1000	18.524782875454477	5.616933220673148	2000.0	14.58611489613769	6.643155352393032	1000.0	22.463450854772006	4.590711088953263	1000.0	10539.336222931492
1	0.004	0.004	50.0	0	1000	17.803859735455312	5.93838506066592	2000.0	14.061148265864167	6.6789913951557045	1000.0	21.546571205047282	5.197778726176135	1000.0	10545.348149252055
