WiFi	LTE-U	WiFi_MIN	LTE-U_MIN
6.042747950093973	6.5	4.5	6.5
5.886991395376339	8.142524792520659	4.5	4.818181818181818
5.787387979381033	5.200000000000001	4.5	5.2
6.822148681504805	6.5	4.5	6.5
6.75	5.378042150174522	6.75	4.5
4.5	9.0	4.5	9.0
7.476915900723223	6.675141240605878	4.5	4.5
5.398599473219588	4.72806799308739	4.5	4.714285714285714
5.2	5.014508848681389	5.2	3.375
4.5	5.882604984957231	4.5	4.4
5.686720777040717	5.949606552423752	4.333333333333333	4.714285714285714
6.5	4.5	6.5	4.5
5.2	6.0520059054343704	5.2	5.5
9.0	7.46238074098428	9.0	4.5
4.333333333333333	5.2	4.333333333333333	5.2
5.2	5.497937191538099	5.2	5.2
4.5	6.5	4.5	6.5
6.5	6.388953849311642	6.5	5.5
4.603846952101149	5.2	4.5	5.2
5.123975287978637	5.374226044972421	4.5	3.375
6.5	5.3059364138858305	6.5	4.5
3.5714285714285716	6.5	3.5714285714285716	6.5
6.5	6.5	6.5	6.5
7.614194126741652	6.5	6.75	6.5
6.5	4.5	6.5	4.5
4.5	11.244069879035296	4.5	10.6
8.299796080242677	5.5	4.5	5.5
6.5	5.5452287989415545	6.5	3.375
6.891281511551546	4.5	6.75	4.5
5.92367612268784	4.5	4.5	4.5
3.5714285714285716	5.204417781554364	3.5714285714285716	4.5
5.530769774763123	5.781868146234792	4.5	4.714285714285714
5.2	4.5	5.2	4.5
4.5	5.2	4.5	5.2
4.5	9.225844430486116	4.5	4.818181818181818
4.549325416466386	4.863934582546352	4.5	4.5
4.333333333333333	5.2	4.333333333333333	5.2
4.333333333333333	4.5	4.333333333333333	4.5
6.5	9.0	6.5	9.0
5.644808539217041	5.564731302778502	4.5	5.2
5.634520779397747	5.2	4.5	5.2
6.440687982492951	6.5	4.5	6.5
6.5	6.5	6.5	6.5
6.75	5.14479328462808	6.75	4.5
4.333333333333333	6.048404391081382	4.333333333333333	4.333333333333333
5.2	6.75	5.2	6.75
5.2	4.568030272305087	5.2	4.333333333333333
5.989217815661504	5.5	4.5	5.5
