66	665	923	9
28	21
30	16
22	17
20	16
24	20
21	18
23	21
12	16
20	15
19	12
11	19
24	13
14	23
32	15
17	21
25	16
23	17
21	15
15	17
27	20
17	12
16	12
18	16
17	12
26	14
17	14
23	16
18	13
24	18
26	11
27	16
15	17
24	18
24	14
26	16
33	21
22	17
25	20
16	14
17	11
19	20
27	11
23	16
19	16
29	14
14	20
17	12
27	13
20	17
24	15
28	23
28	15
32	13
31	14
