1	1000	50911[ms]
1	1000	562[ms]
1	1000	593[ms]
1	1000	610[ms]
1	1000	1008[ms]
1	1000	578[ms]
1	1000	585[ms]
1	1000	873[ms]
1	1000	592[ms]
1	1000	586[ms]
1	1000	571[ms]
1	1000	572[ms]
1	1000	716[ms]
1	1000	704[ms]
1	1000	527[ms]
1	1000	538[ms]
1	1000	532[ms]
1	1000	823[ms]
1	1000	532[ms]
1	1000	732[ms]
1	1000	986[ms]
1	1000	1011[ms]
1	1000	876[ms]
1	1000	1022[ms]
1	1000	654[ms]
1	1000	885[ms]
1	1000	764[ms]
1	1000	734[ms]
1	1000	671[ms]
1	1000	688[ms]
1	1000	839[ms]
1	1000	760[ms]
1	1000	871[ms]
1	1000	1018[ms]
1	1000	656[ms]
1	1000	617[ms]
1	1000	711[ms]
1	1000	611[ms]
1	1000	897[ms]
1	1000	704[ms]
1	1000	844[ms]
1	1000	888[ms]
1	1000	591[ms]
1	1000	598[ms]
1	1000	578[ms]
1	1000	820[ms]
1	1000	720[ms]
1	1000	595[ms]
1	1000	574[ms]
1	1000	627[ms]
1	1000	602[ms]
1	1000	603[ms]
1	1000	625[ms]
1	1000	636[ms]
1	1000	771[ms]
1	1000	748[ms]
1	1000	688[ms]
1	1000	1058[ms]
1	1000	669[ms]
1	1000	640[ms]
1	1000	750[ms]
1	1000	672[ms]
1	1000	987[ms]
1	1000	843[ms]
1	1000	850[ms]
1	1000	1008[ms]
1	1000	933[ms]
1	1000	700[ms]
1	1000	687[ms]
1	1000	767[ms]
1	1000	735[ms]
1	1000	790[ms]
1	1000	787[ms]
1	1000	811[ms]
1	1000	748[ms]
1	1000	716[ms]
1	1000	722[ms]
1	1000	713[ms]
1	1000	1211[ms]
1	1000	718[ms]
1	1000	854[ms]
1	1000	724[ms]
1	1000	729[ms]
1	1000	618[ms]
1	1000	620[ms]
1	1000	664[ms]
1	1000	893[ms]
1	1000	740[ms]
1	1000	1449[ms]
1	1000	751[ms]
1	1000	1016[ms]
1	1000	701[ms]
1	1000	822[ms]
1	1000	680[ms]
1	1000	812[ms]
1	1000	671[ms]
1	1000	1556[ms]
1	1000	633[ms]
1	1000	1239[ms]
1	1000	1775[ms]
1	1000	1016[ms]
