|Avg	wifi	lteu|	|MinThr	wifi	lteu|	|vari2	wifi	lteu|	|MinThrtime	wifi	lteu|	
1	3.377678939419374	3.4577644575069155	3.2975934213318396	0.0	1.8	1.8	0.510424509808534	0.47387546870338026	0.534146170499008	2.167087874352223	2.1685131953581074	2.483829150705357	
2	3.525508940658258	3.601088752216751	3.449929129099706	0.0	1.8	1.9285714285714286	0.48263169457375854	0.46254290114417673	0.49129587217292225	2.2647073604616654	2.2743620130505566	2.642620620705481	
3	3.388790766556948	3.471703756742193	3.305877776371863	0.0	1.8	1.8	0.4878117169255669	0.4593098755625314	0.502564430405674	2.185556837157263	2.187638067876861	2.557351766296428	
