WiFi	LTE-U
6.631452202957477	0.0
8.666666666666666	0.0
8.574721088899343	0.0
8.58501104416157	0.0
9.0	0.0
5.279333538860607	0.0
13.5	0.0
9.0	0.0
13.0	0.0
6.75	0.0
9.0	0.0
5.657381554079681	0.0
1.9556018478410173	0.0
2.653310983453027	0.0
8.666666666666666	0.0
2.088692459864356	0.0
8.666666666666666	0.0
9.0	0.0
9.0	0.0
6.2659945309343845	0.0
7.491195165973434	0.0
5.745398309131332	0.0
6.75	0.0
9.0	0.0
6.75	0.0
9.0	0.0
0.9611806394531086	0.0
8.585982521150639	0.0
8.666666666666666	0.0
5.5613226108632245	0.0
2.793425636793103	0.0
9.0	0.0
1.9076902206881388	0.0
3.455291996416683	0.0
3.994506696645455	0.0
7.047690860006519	0.0
9.0	0.0
5.601426228009911	0.0
13.5	0.0
9.0	0.0
8.666666666666666	0.0
9.0	0.0
9.0	0.0
6.75	0.0
9.0	0.0
6.490720857122194	0.0
2.8177367759977163	0.0
1.5338890535318395	0.0
4.052651430243037	0.0
8.666666666666666	0.0
9.0	0.0
0.9528850125186384	0.0
2.2507588028679755	0.0
9.0	0.0
8.666666666666666	0.0
6.800590445021883	0.0
4.1507232310128925	0.0
0.3266639807115221	0.0
8.666666666666666	0.0
6.75	0.0
0.319882378930819	0.0
9.0	0.0
9.0	0.0
9.0	0.0
5.668507068961471	0.0
9.0	0.0
13.5	0.0
6.403671163627425	0.0
9.0	0.0
6.75	0.0
1.0103906475245015	0.0
9.0	0.0
13.5	0.0
6.75	0.0
9.0	0.0
6.047793439625457	0.0
1.037093086629296	0.0
8.666666666666666	0.0
13.5	0.0
9.0	0.0
9.0	0.0
2.2650903887640883	0.0
9.0	0.0
9.0	0.0
13.5	0.0
0.9533369466841303	0.0
9.0	0.0
6.75	0.0
3.2748006230753828	0.0
3.7422102441963516	0.0
9.0	0.0
0.126805847878292	0.0
0.9243129660502664	0.0
6.5	0.0
4.456163451324294	0.0
2.28535501193614	0.0
9.0	0.0
6.5	0.0
0.4418859567378777	0.0
3.6838606641450466	0.0
3.346961235963462	0.0
3.7455310495189735	0.0
6.75	0.0
0.4045215260395775	0.0
1.8718822965665027	0.0
5.2	0.0
0.3494545966198457	0.0
1.3036146596644895	0.0
1.4133735293724397	0.0
9.0	0.0
6.5	0.0
6.5	0.0
2.589105185600117	0.0
5.1378345608395986	0.0
9.0	0.0
6.5	0.0
6.75	0.0
1.2965353007568403	0.0
4.493734855930078	0.0
4.059755247871082	0.0
0.8492075471852938	0.0
0.31244455468207977	0.0
0.34840842277070017	0.0
9.0	0.0
6.5	0.0
0.04090783842403905	0.0
9.0	0.0
6.75	0.0
6.5	0.0
4.998618126492221	0.0
13.5	0.0
0.06817145906715846	0.0
6.874810027584155	0.0
2.087413393329117	0.0
0.2901404731558491	0.0
0.8394831290149152	0.0
6.75	0.0
5.723444547437465	0.0
0.4262785101499017	0.0
0.3749367177111633	0.0
4.7238253667500345	0.0
3.122558939985973	0.0
1.8655308303254758	0.0
1.6051452455848971	0.0
6.75	0.0
9.0	0.0
3.354531271950551	0.0
6.268070537126704	0.0
0.43359724526751925	0.0
8.666666666666666	0.0
1.9506421423241107	0.0
4.5	0.0
6.5	0.0
5.2	0.0
6.75	0.0
6.75	0.0
5.252001620693105	0.0
1.451087866988874	0.0
8.666666666666666	0.0
0.3373001709976171	0.0
4.871648008726889	0.0
7.3666654746293	0.0
0.23081892309055035	0.0
5.865221691747466	0.0
0.8114007291880647	0.0
0.9312253626188127	0.0
2.546165526718311	0.0
13.5	0.0
6.550202146442046	0.0
1.214416502054354	0.0
0.6380904737661315	0.0
4.953314369432686	0.0
6.5	0.0
6.5	0.0
7.441506149736625	0.0
1.4519000778725974	0.0
6.75	0.0
13.0	0.0
6.5	0.0
8.666666666666666	0.0
6.5	0.0
2.7545504350812027	0.0
6.9910948448703305	0.0
3.7398203359436812	0.0
8.666666666666666	0.0
5.2	0.0
3.1837681135615963	0.0
0.9213692805476159	0.0
3.027156417108145	0.0
8.666666666666666	0.0
2.5433297781976467	0.0
5.999358811357479	0.0
1.3979766422783233	0.0
6.75	0.0
6.5	0.0
6.75	0.0
6.5	0.0
6.75	0.0
6.75	0.0
9.0	0.0
8.666666666666666	0.0
2.341327286141784	0.0
3.2121874567626816	0.0
6.5	0.0
6.5	0.0
0.16267263434185872	0.0
2.91503792364019	0.0
4.597043571186751	0.0
0.9096306589289107	0.0
6.75	0.0
4.129491575156212	0.0
6.3145361603251455	0.0
6.5	0.0
6.5	0.0
6.5	0.0
1.7856114971779977	0.0
2.4196549599203716	0.0
3.606186470480191	0.0
4.987118121065712	0.0
3.85397464948246	0.0
1.6631087547737604	0.0
6.5	0.0
2.182369059216675	0.0
6.417525253576636	0.0
6.75	0.0
6.75	0.0
6.75	0.0
6.75	0.0
2.612216152365406	0.0
5.167948089782648	0.0
9.0	0.0
2.347544878918967	0.0
6.75	0.0
9.0	0.0
8.666666666666666	0.0
1.9865148874013985	0.0
3.403323938136808	0.0
6.75	0.0
0.2662521194829865	0.0
6.5	0.0
2.357546656853538	0.0
6.5	0.0
6.75	0.0
0.7138414235489328	0.0
0.4943722954618952	0.0
2.909078402509369	0.0
8.666666666666666	0.0
6.5	0.0
0.5831761250669701	0.0
4.215602644052661	0.0
9.0	0.0
0.5971224541868588	0.0
0.45457971152758814	0.0
6.5	0.0
6.75	0.0
6.75	0.0
9.0	0.0
6.75	0.0
8.666666666666666	0.0
3.1665304871729067	0.0
1.3987095826192102	0.0
4.157101457131489	0.0
2.6154715324258304	0.0
5.380137395926851	0.0
0.7525686910043345	0.0
9.0	0.0
6.75	0.0
6.75	0.0
4.169986985721159	0.0
6.5	0.0
8.666666666666666	0.0
6.75	0.0
9.0	0.0
3.258721276638808	0.0
0.3604956000534371	0.0
6.75	0.0
2.348486672397223	0.0
9.0	0.0
5.599408825479601	0.0
6.75	0.0
6.5	0.0
6.5	0.0
0.9404955877658259	0.0
3.949805323437086	0.0
9.0	0.0
6.75	0.0
6.75	0.0
6.5	0.0
4.466703329054196	0.0
3.824186373478143	0.0
6.75	0.0
9.0	0.0
6.75	0.0
4.408980556788852	0.0
2.4211291000279886	0.0
1.2427305589005004	0.0
9.0	0.0
6.75	0.0
6.5	0.0
6.5	0.0
0.49319167145786263	0.0
1.7020584541792672	0.0
9.0	0.0
2.45938310573984	0.0
13.5	0.0
6.5	0.0
5.125496399145557	0.0
5.79307981354739	0.0
8.666666666666666	0.0
9.0	0.0
9.0	0.0
9.0	0.0
6.5	0.0
9.0	0.0
6.185994252445904	0.0
2.745706639142764	0.0
2.5606430008166585	0.0
8.666666666666666	0.0
4.822488682228865	0.0
5.744465103719838	0.0
5.850472366560416	0.0
6.75	0.0
5.2	0.0
5.2001175706886205	0.0
6.75	0.0
3.65081043045489	0.0
6.75	0.0
6.75	0.0
6.246637820010515	0.0
6.387137288813295	0.0
9.0	0.0
9.0	0.0
9.0	0.0
6.6254340803898	0.0
13.0	0.0
4.545323435097318	0.0
6.45815223773704	0.0
6.978502915332513	0.0
4.885220345552361	0.0
1.4026241863702753	0.0
2.502566282443837	0.0
6.5	0.0
9.0	0.0
2.2109320011337044	0.0
2.3110999377901194	0.0
6.5	0.0
8.666666666666666	0.0
6.75	0.0
2.3891256058533408	0.0
9.0	0.0
6.75	0.0
6.75	0.0
6.75	0.0
4.426206007402581	0.0
1.210052587794877	0.0
9.0	0.0
1.8538181493150905	0.0
9.0	0.0
5.986476914476713	0.0
9.0	0.0
0.2066737244258731	0.0
1.7440430797794584	0.0
1.4206029682784713	0.0
0.6748481999310203	0.0
9.0	0.0
8.666666666666666	0.0
1.634545546129667	0.0
0.539834282096469	0.0
9.0	0.0
4.5	0.0
13.0	0.0
5.56939316043986	0.0
4.774362037036899	0.0
0.790357317331375	0.0
6.8954188832278795	0.0
6.5	0.0
6.75	0.0
9.0	0.0
9.0	0.0
9.0	0.0
8.666666666666666	0.0
4.926778662442006	0.0
1.7839892793416814	0.0
4.57186281562814	0.0
4.951835162630455	0.0
9.0	0.0
1.3216963431146649	0.0
2.1683163562501573	0.0
2.3959280308007633	0.0
3.463721440441586	0.0
1.0704864487404488	0.0
3.677888298944835	0.0
8.666666666666666	0.0
0.05499061659105397	0.0
6.75	0.0
0.3062847328117356	0.0
9.0	0.0
3.4861966291844158	0.0
13.5	0.0
6.491056002526746	0.0
6.75	0.0
3.9367722252243484	0.0
1.585938125889378	0.0
5.1307702339083425	0.0
13.0	0.0
8.666666666666666	0.0
13.5	0.0
6.5	0.0
6.75	0.0
1.907030866531607	0.0
0.42415609618647343	0.0
6.75	0.0
6.75	0.0
9.0	0.0
6.5	0.0
2.766098544431212	0.0
9.0	0.0
8.666666666666666	0.0
4.339599449441641	0.0
0.29103454209580426	0.0
1.6446384359502948	0.0
6.75	0.0
6.5	0.0
6.75	0.0
5.8443160357897765	0.0
8.666666666666666	0.0
6.920499273681074	0.0
1.8736199529115898	0.0
1.0975920410849733	0.0
0.5999587833620309	0.0
7.699815461563986	0.0
0.5939555180289195	0.0
13.5	0.0
9.0	0.0
6.75	0.0
9.0	0.0
6.75	0.0
9.0	0.0
5.725387213819623	0.0
0.9988235541624153	0.0
9.0	0.0
5.417454137793241	0.0
9.0	0.0
8.484497892493339	0.0
2.6521106804258165	0.0
0.6935829206542593	0.0
6.75	0.0
5.317782087003957	0.0
4.218638898473275	0.0
9.0	0.0
13.5	0.0
1.2642690134469985	0.0
6.122343113952792	0.0
6.185145265952731	0.0
1.1043202665118554	0.0
7.2989511208134426	0.0
9.0	0.0
5.25705573648534	0.0
7.401078768419895	0.0
5.426740624420984	0.0
9.0	0.0
6.5	0.0
0.2448866589405168	0.0
3.0356072877609206	0.0
7.525501424392673	0.0
1.34019692977731	0.0
3.374921547110886	0.0
8.230584687676366	0.0
5.368392559499759	0.0
0.6387017276556226	0.0
1.9788732732812415	0.0
5.6088778314963905	0.0
6.706052948486175	0.0
13.0	0.0
6.75	0.0
13.5	0.0
9.9722543387655	0.0
1.1791105352125326	0.0
6.75	0.0
1.858987862382634	0.0
2.462462431593463	0.0
9.0	0.0
13.5	0.0
13.5	0.0
9.0	0.0
6.75	0.0
1.7335343314532174	0.0
6.75	0.0
26.0	0.0
6.75	0.0
13.5	0.0
9.0	0.0
6.75	0.0
13.5	0.0
9.0	0.0
8.666666666666666	0.0
1.794373739395484	0.0
9.0	0.0
6.5	0.0
0.6837236831390336	0.0
3.1465080006231516	0.0
3.9732731997283235	0.0
8.666666666666666	0.0
13.5	0.0
7.450119245639146	0.0
8.666666666666666	0.0
9.0	0.0
1.2735965340547064	0.0
9.0	0.0
8.666666666666666	0.0
13.0	0.0
9.0	0.0
4.034982083009306	0.0
4.051123390796991	0.0
9.0	0.0
13.5	0.0
9.0	0.0
6.75	0.0
8.348587378674285	0.0
7.902398651799221	0.0
9.0	0.0
13.5	0.0
6.75	0.0
9.0	0.0
8.415188195440285	0.0
13.5	0.0
13.5	0.0
0.38859481475092367	0.0
4.794809677024962	0.0
7.639402007752635	0.0
5.9866242174217605	0.0
13.5	0.0
6.75	0.0
9.0	0.0
13.5	0.0
8.666666666666666	0.0
5.504518305757062	0.0
13.0	0.0
9.0	0.0
9.0	0.0
9.0	0.0
0.010582977428972944	0.0
4.136082976537381	0.0
13.5	0.0
9.0	0.0
8.666666666666666	0.0
6.8904601266852	0.0
1.9267236591637709	0.0
13.5	0.0
6.885177363262044	0.0
9.0	0.0
8.666666666666666	0.0
9.0	0.0
9.0	0.0
13.5	0.0
4.5	0.0
1.2942752493218552	0.0
3.2505673279212512	0.0
7.8624297698681245	0.0
9.0	0.0
13.5	0.0
8.666666666666666	0.0
13.5	0.0
2.959977636735918	0.0
6.0667667478133005	0.0
6.361297180508982	0.0
9.0	0.0
4.080088276540825	0.0
6.792976342701219	0.0
6.5465680199089435	0.0
3.66126959671616	0.0
3.4764679727863426	0.0
6.001443809206232	0.0
3.7378604939309437	0.0
4.403550116162935	0.0
13.5	0.0
1.5519024898114473	0.0
6.156556718878944	0.0
2.499181668597669	0.0
5.979370877863042	0.0
2.496879847436091	0.0
13.5	0.0
9.0	0.0
1.670215324890621	0.0
7.501893757332232	0.0
13.5	0.0
2.542125901232	0.0
9.0	0.0
6.177578450752038	0.0
1.2598618339732337	0.0
8.666666666666666	0.0
6.3282383183182	0.0
2.55356916984664	0.0
6.178141976563052	0.0
13.0	0.0
7.889382455024552	0.0
9.0	0.0
8.625666580650854	0.0
13.5	0.0
4.448541605749362	0.0
2.485037297664878	0.0
0.15620400367173434	0.0
8.666666666666666	0.0
3.5203826441273995	0.0
0.07399978696019573	0.0
2.283851788313107	0.0
1.3433564359320604	0.0
5.818071051720404	0.0
9.0	0.0
4.937182239600553	0.0
5.8309878130513555	0.0
3.205576352432275	0.0
0.13225120458458478	0.0
6.5	0.0
1.6769360878571775	0.0
9.0	0.0
13.0	0.0
9.0	0.0
4.019660836339796	0.0
4.647053495122151	0.0
13.0	0.0
13.5	0.0
1.7095761867800086	0.0
4.7813749054608605	0.0
1.6601522693102417	0.0
4.526401968278778	0.0
9.0	0.0
4.413363047295114	0.0
8.10984043203233	0.0
9.0	0.0
9.0	0.0
4.255749714558948	0.0
6.75	0.0
7.60326328840041	0.0
6.75	0.0
9.0	0.0
4.544382109534823	0.0
0.7173913558461463	0.0
9.0	0.0
5.8047859341268015	0.0
2.642677588687001	0.0
8.666666666666666	0.0
1.5617197523740243	0.0
9.0	0.0
9.0	0.0
9.0	0.0
13.5	0.0
9.0	0.0
13.5	0.0
6.75	0.0
6.5450343433840175	0.0
9.0	0.0
9.0	0.0
9.0	0.0
6.75	0.0
2.9321195164600256	0.0
3.75238475840014	0.0
9.0	0.0
13.0	0.0
8.666666666666666	0.0
13.5	0.0
9.0	0.0
9.0	0.0
6.157455747370551	0.0
5.752856715124049	0.0
9.0	0.0
8.146295748052001	0.0
9.0	0.0
13.5	0.0
2.400122215124142	0.0
9.0	0.0
6.75	0.0
6.75	0.0
6.5	0.0
6.5	0.0
9.0	0.0
9.0	0.0
0.6774920005949082	0.0
6.75	0.0
6.5	0.0
9.0	0.0
6.637590716324888	0.0
5.280157577935831	0.0
6.664691643734306	0.0
9.0	0.0
7.331695336024408	0.0
9.0	0.0
6.75	0.0
6.75	0.0
13.0	0.0
1.3614751045952478	0.0
6.75	0.0
9.0	0.0
6.75	0.0
7.290988883916743	0.0
5.574797619303936	0.0
6.5	0.0
13.0	0.0
6.75	0.0
0.4467102077049604	0.0
6.75	0.0
9.0	0.0
6.621430489204551	0.0
4.163188096621367	0.0
13.0	0.0
13.0	0.0
9.0	0.0
2.169915317767986	0.0
3.1794701352859387	0.0
6.75	0.0
5.35677140412762	0.0
4.7942680659937755	0.0
9.0	0.0
9.359264625309482	0.0
9.0	0.0
0.5678971868535946	0.0
3.7145445238118384	0.0
0.6122969083231279	0.0
6.445931282732802	0.0
9.0	0.0
0.9153169367492864	0.0
9.0	0.0
6.75	0.0
9.0	0.0
6.3260138000291075	0.0
6.75	0.0
9.0	0.0
3.8362387290811992	0.0
9.0	0.0
6.5	0.0
4.615859390620764	0.0
9.0	0.0
6.75	0.0
6.75	0.0
9.0	0.0
2.564132137167137	0.0
9.0	0.0
13.0	0.0
6.75	0.0
9.0	0.0
0.437643520645995	0.0
5.589463590866625	0.0
5.922836740576569	0.0
9.0	0.0
1.8040707135344662	0.0
9.0	0.0
1.5067815221982257	0.0
8.666666666666666	0.0
9.0	0.0
9.0	0.0
13.5	0.0
13.0	0.0
6.830367374872546	0.0
11.268374314251076	0.0
6.75	0.0
9.0	0.0
8.666666666666666	0.0
9.0	0.0
11.649146612413352	0.0
6.5	0.0
4.69921298532524	0.0
13.5	0.0
2.219373644701841	0.0
1.3576165938022668	0.0
1.4238695121199496	0.0
1.1561684728155037	0.0
8.666666666666666	0.0
7.101086673257263	0.0
6.614734824211763	0.0
5.585134179762595	0.0
13.5	0.0
1.7593900547497687	0.0
2.003920073025591	0.0
1.9046747930702321	0.0
6.698446805701704	0.0
13.5	0.0
5.945408250604795	0.0
13.0	0.0
1.4347274579710374	0.0
7.049708592597145	0.0
9.0	0.0
9.0	0.0
13.0	0.0
1.1288349710845476	0.0
8.666666666666666	0.0
13.5	0.0
0.26132884186513883	0.0
13.0	0.0
1.2675553345346398	0.0
2.0995566317364847	0.0
13.5	0.0
1.7506507341121016	0.0
9.0	0.0
3.058468066310329	0.0
3.9671922277705214	0.0
8.666666666666666	0.0
13.0	0.0
9.0	0.0
13.5	0.0
13.5	0.0
1.342242824289619	0.0
13.5	0.0
5.567887686543466	0.0
8.666666666666666	0.0
9.0	0.0
6.156685732324616	0.0
13.5	0.0
13.5	0.0
8.666666666666666	0.0
9.0	0.0
5.384369957315767	0.0
1.3025181183108459	0.0
6.75	0.0
13.5	0.0
9.0	0.0
13.0	0.0
13.5	0.0
8.512806669366833	0.0
8.666666666666666	0.0
2.7982873925175373	0.0
1.0964291280681566	0.0
7.3106812536565435	0.0
8.666666666666666	0.0
9.0	0.0
13.5	0.0
6.75	0.0
9.0	0.0
13.5	0.0
9.0	0.0
13.5	0.0
13.5	0.0
6.326333150211715	0.0
6.086342856893334	0.0
9.0	0.0
4.715085958293236	0.0
13.5	0.0
8.536760620281434	0.0
13.5	0.0
2.9190885937245246	0.0
13.5	0.0
2.1591740818942324	0.0
7.033640159070389	0.0
9.0	0.0
6.75	0.0
6.75	0.0
6.75	0.0
4.1180871251067295	0.0
5.763748556727641	0.0
6.594698334328338	0.0
7.365457822239393	0.0
9.0	0.0
8.179476040708852	0.0
3.0415090554832838	0.0
7.864600645929586	0.0
13.5	0.0
13.5	0.0
13.5	0.0
7.939881951875713	0.0
6.22270038344299	0.0
0.09454150536173642	0.0
0.6252027754407841	0.0
9.0	0.0
9.0	0.0
0.7945724277908248	0.0
13.5	0.0
2.0379164227822444	0.0
8.666666666666666	0.0
9.0	0.0
6.75	0.0
8.666666666666666	0.0
6.75	0.0
8.666666666666666	0.0
3.686513514820862	0.0
7.685975239661539	0.0
9.0	0.0
4.235192636220737	0.0
3.2876769881285317	0.0
9.0	0.0
7.755932873145054	0.0
5.22158038358624	0.0
8.666666666666666	0.0
3.8781522302133173	0.0
13.5	0.0
6.75	0.0
6.75	0.0
13.5	0.0
2.846446040637213	0.0
9.0	0.0
8.666666666666666	0.0
5.998338944708715	0.0
9.0	0.0
8.666666666666666	0.0
13.5	0.0
1.515500983222921	0.0
13.5	0.0
1.6650560072792775	0.0
13.5	0.0
4.751368866487636	0.0
4.939411920436411	0.0
8.666666666666666	0.0
3.5874502410215854	0.0
6.75	0.0
5.190145122877509	0.0
6.8690014446943275	0.0
8.666666666666666	0.0
6.75	0.0
1.2796816580617494	0.0
13.5	0.0
8.102640405709007	0.0
6.430790436548357	0.0
3.2427533013498353	0.0
2.088927176577638	0.0
6.75	0.0
8.666666666666666	0.0
4.812543910077609	0.0
8.666666666666666	0.0
1.5492069875631724	0.0
9.0	0.0
13.5	0.0
6.75	0.0
2.262730431970442	0.0
8.084836929203577	0.0
4.180341923572251	0.0
9.0	0.0
8.666666666666666	0.0
2.1459381045965835	0.0
7.220035799833495	0.0
3.2372901999186894	0.0
9.0	0.0
3.6022938118347563	0.0
13.5	0.0
9.0	0.0
7.135101711819921	0.0
6.75	0.0
8.666666666666666	0.0
6.586387651849799	0.0
13.5	0.0
8.666666666666666	0.0
6.75	0.0
8.143399285564357	0.0
13.5	0.0
9.0	0.0
9.0	0.0
13.5	0.0
3.7001650088718905	0.0
4.728896691714999	0.0
9.0	0.0
6.489987444548629	0.0
4.275220932169471	0.0
3.895939322000004	0.0
3.099323431485398	0.0
7.439784029379921	0.0
13.5	0.0
6.354492267229228	0.0
13.5	0.0
1.3915045028093271	0.0
3.854245550527251	0.0
9.0	0.0
13.5	0.0
0.45587711338639225	0.0
3.2215051985413528	0.0
6.75	0.0
8.666666666666666	0.0
2.8970898431787115	0.0
13.5	0.0
13.5	0.0
13.5	0.0
4.868735079783286	0.0
9.0	0.0
7.601281721775996	0.0
6.75	0.0
2.0510737247297013	0.0
9.0	0.0
9.0	0.0
7.0454065158427985	0.0
8.666666666666666	0.0
0.8924343773601467	0.0
7.89714119660785	0.0
13.5	0.0
0.10200644704269422	0.0
13.5	0.0
13.5	0.0
9.0	0.0
0.6157497009618833	0.0
3.7899085458443404	0.0
9.0	0.0
8.666666666666666	0.0
3.4504899667097164	0.0
8.666666666666666	0.0
9.0	0.0
0.06886804813719852	0.0
7.665240948486713	0.0
13.5	0.0
13.5	0.0
6.068729853363526	0.0
13.5	0.0
13.0	0.0
13.5	0.0
5.270062222254994	0.0
9.0	0.0
6.7852921021309935	0.0
1.167177021407764	0.0
6.590878738569407	0.0
4.523852388673643	0.0
4.420511633040044	0.0
9.0	0.0
13.5	0.0
8.666666666666666	0.0
8.666666666666666	0.0
7.18707297158495	0.0
4.657639260401894	0.0
2.6199592718602416	0.0
7.304267815594799	0.0
9.0	0.0
13.5	0.0
7.731425572241511	0.0
13.0	0.0
4.604423270571437	0.0
13.0	0.0
9.0	0.0
9.0	0.0
13.5	0.0
9.0	0.0
4.205689769200494	0.0
13.5	0.0
8.666666666666666	0.0
6.142733716342429	0.0
0.7809151186574874	0.0
13.0	0.0
2.9138202442205636	0.0
6.75	0.0
4.524085363480966	0.0
9.979686692471704	0.0
9.0	0.0
13.5	0.0
13.5	0.0
7.83138997406042	0.0
5.573957615228069	0.0
13.0	0.0
3.3241464893732777	0.0
13.5	0.0
13.5	0.0
13.5	0.0
9.0	0.0
6.75	0.0
6.75	0.0
7.335126298506556	0.0
6.228193568674	0.0
8.666666666666666	0.0
6.75	0.0
13.5	0.0
2.880370406396703	0.0
9.0	0.0
5.721448837860019	0.0
13.0	0.0
13.5	0.0
6.75	0.0
6.75	0.0
1.1030176626751504	0.0
0.5603456576623728	0.0
13.5	0.0
6.75	0.0
9.0	0.0
8.666666666666666	0.0
9.0	0.0
6.1457598970127485	0.0
13.5	0.0
9.503316267810655	0.0
3.0497116351890403	0.0
13.0	0.0
6.75	0.0
5.735081728417217	0.0
