1	52816[ms]1	3	103577[ms]1	3	110769[ms]1	3	107864[ms]1	3	111283[ms]1	3	121004[ms]1	3	126365[ms]1	3	103034[ms]1	3	108725[ms]1	3	817[ms]1	3	795[ms]1	3	827[ms]1	3	729[ms]1	3	755[ms]1	3	715[ms]1	3	732[ms]1	3	884[ms]1	3	725[ms]1	3	1018[ms]15	3	9318[ms]100	3	54989[ms]1	3	114595[ms]
1	3	1072[ms]
1	3	111083[ms]
1	3	115304[ms]
1	3	99088[ms]
1	3	110317[ms]
1	3	77900[ms]
1	3	82769[ms]
1	3	87050[ms]
1	3	89203[ms]
1	3	82326[ms]
1	3	81241[ms]
1	3	92604[ms]
1	3	86062[ms]
1	3	84536[ms]
1	3	81739[ms]
1	3	85915[ms]
1	3	84306[ms]
1	3	83042[ms]
1	3	85861[ms]
1	3	84705[ms]
1	3	81406[ms]
1	3	85079[ms]
1	3	83008[ms]
1	3	83206[ms]
1	3	88001[ms]
1	3	82323[ms]
1	3	86714[ms]
1	3	92336[ms]
1	3	1862[ms]
1	3	1515[ms]
1	3	1966[ms]
1	3	1706[ms]
1	3	1964[ms]
1	3	2025[ms]
1	3	1567[ms]
1	3	1765[ms]
1	3	1945[ms]
1	3	1762[ms]
1	3	1899[ms]
1	3	2038[ms]
1	3	1944[ms]
1	3	2188[ms]
1	3	2262[ms]
1	3	2251[ms]
1	3	2105[ms]
1	3	1911[ms]
1	3	1746[ms]
1	3	2168[ms]
1	3	1964[ms]
1	3	1755[ms]
1	3	1458[ms]
1	3	1915[ms]
1	3	1940[ms]
1	3	2124[ms]
1	3	2950[ms]
1	3	1673[ms]
1	3	2125[ms]
1	3	1672[ms]
1	3	2426[ms]
1	3	1604[ms]
1	3	6034[ms]
1	3	1283[ms]
1	3	1798[ms]
1	3	2225[ms]
1	3	1537[ms]
1	3	1545[ms]
1	3	1370[ms]
1	3	1497[ms]
1	3	1521[ms]
1	3	1786[ms]
1	3	1610[ms]
1	3	1766[ms]
1	3	1570[ms]
1	3	1647[ms]
1	3	1845[ms]
1	3	1882[ms]
1	3	3475[ms]
1	3	3438[ms]
1	3	2367[ms]
1	3	1936[ms]
1	3	2458[ms]
1	3	2090[ms]
1	3	2197[ms]
1	3	2165[ms]
1	3	1422[ms]
1	3	1422[ms]
1	3	2108[ms]
1	3	2266[ms]
1	3	2285[ms]
1	3	594[ms]
1	3	2218[ms]
1	3	1816[ms]
1	3	1829[ms]
1	3	1594[ms]
1	3	2934[ms]
1	3	1831[ms]
1	3	2282[ms]
1	3	2224[ms]
1	3	1526[ms]
1	3	1824[ms]
1	3	2970[ms]
1	3	2616[ms]
1	3	3692[ms]
1	3	1836[ms]
1	3	2510[ms]
1	3	2194[ms]
1	3	1755[ms]
1	3	1811[ms]
1	3	1841[ms]
1	3	1716[ms]
1	3	1869[ms]
1	3	1648[ms]
1	3	1768[ms]
1	3	3904[ms]
1	3	1709[ms]
1	3	2457[ms]
1	3	3994[ms]
1	1	1328[ms]
1	3	1718[ms]
1	3	1869[ms]
1	3	1406[ms]
1	3	2300[ms]
1	3	2494[ms]
1	3	2496[ms]
1	3	1668[ms]
1	3	4578[ms]
1	3	3335[ms]
1	3	1888[ms]
1	3	1770[ms]
1	3	1612[ms]
1	3	1743[ms]
1	3	3280[ms]
1	3	1468[ms]
1	3	5036[ms]
1	3	1628[ms]
1	3	1867[ms]
1	3	1749[ms]
1	3	2491[ms]
1	3	2224[ms]
1	3	1825[ms]
1	3	2141[ms]
1	3	1993[ms]
1	3	4568[ms]
1	3	1612[ms]
1	100	15575[ms]
1	100	15770[ms]
1	100	20346[ms]
1	100	15395[ms]
1	100	16195[ms]
1	100	16339[ms]
1	100	14677[ms]
1	200	30982[ms]
1	200	29237[ms]
1	100	15987[ms]
2	100	37330[ms]
1	100	17872[ms]
1	100	16299[ms]
1	100	19189[ms]
1	100	36248[ms]
1	100	27613[ms]
1	100	140124[ms]
1	100	129208[ms]
1	100	181748[ms]
1	200	270105[ms]
1	200	287014[ms]
1	200	154352[ms]
1	200	265928[ms]
1	200	214380[ms]
1	200	333944[ms]
1	3	3808[ms]
1	3	3406[ms]
1	1000	54947[ms]
1	1000	54174[ms]
1	1000	57824[ms]
1	1000	55647[ms]
1	1000	51712[ms]
1	10	1921[ms]
1	1000	51548[ms]
1	1000	54363[ms]
1	1000	55481[ms]
1	10	8838[ms]
1	1000	55937[ms]
1	1000	65832[ms]
1	1000	97700[ms]
1	1000	16968[ms]
1	1000	16449[ms]
1	1000	18539[ms]
