WiFi	LTE-U	WiFi_MIN	LTE-U_MIN
7.8457595204406445	10.036555505065545	6.75	8.833333333333334
9.0	11.30571388066037	9.0	8.666666666666666
9.0	9.0	9.0	9.0
12.517658747313243	10.420949058363332	8.666666666666666	8.666666666666666
9.0	9.0	9.0	9.0
8.666666666666666	9.0	8.666666666666666	9.0
8.569866637251138	8.666666666666666	6.75	8.666666666666666
9.0	9.0	9.0	9.0
6.75	9.0	6.75	9.0
9.0	9.0	9.0	9.0
7.5626550442725575	7.311823675030344	6.5	6.75
8.598357863673552	6.75	6.75	6.75
